;Postagens;Classification
1308;"ANA CAMPAGNOLO? Voce escolheu esta capa para seu livro para debochar dos catolicos? Hoje, dia do martirio de Sao Joao Batista me caiu a ficha sobre esta COINCIDENCIA.HOJE E O Dia do martirio de Sao Joao Batista (primo de Jesus) que morreu denunciando o nao casamento verdadeiro, mas sim a vida em adulterio de Herodes e sua esposa, Herodiades. A cabeca na capa deste livro e a cabeca de Sao Joao Batista... BRUTAL NAO? Herodes tinha um falso matrimonio... mas anunciado como casam... Ver mais
";1
1313;"Esta acontecendo uma ACLAMACAO nas redes... Para que o CANDIDATO Jair Messias Bolsonaro, nosso atual Presidente da Republica, volte a essa emissora para que assim aconteca uma entrevista onde HAJA jornalismo, nos seus devidos conformes de padrao PROFISSIONAL!
";1
1319;"""E ai o Supremo vem e ele nao inocenta o Lula. O Supremo nao disse que nao existiam provas. Ele nao entrou no merito. O Supremo anulou por uma questao formal, do mesmo modo como anulou, o STJ (Superior Tribunal de Justica) e o Supremo, os grandes casos contra corrupcao no pais. O sistema de Justica nosso possui varias janelas para garantir a impunidade! Nao e uma discussao juridica ou politica, e uma questao moral , de valores, respeito, basta ter o minimo de sensibilidade... Ver mais
";1
1322;"UM CIRCO DE HORRORES E DE CINISMO Entrevistadores com uma postura e semblantes leves, diferente, da postura arrogante e odiosa quando o entrevistado foi Bolsonaro; Lula omite quais decisoes vai tomar se por acaso for eleito, deixa uma duvida quais serao tais decisoes, dando a entender que serao duras e em desacordo com o povo e as instituicoes democraticas;... Ver mais
";1
1327;"O Governo Federal nao deixou faltar dinheiro, ja o atual governo do estado tratou a saude de qualquer jeito. Talvez este governador nao goste de gente.No meu governo a Saude sera tratada com a prioridade que ela merece!! Vote ... Ver mais
";1
1330;"Pela primeira vez na historia, o Brasil teve um presidente capaz de zelar pelo meio ambiente ao mesmo tempo que defendia as pautas dos agricultores, chegamos ao equilibrio. E pela permanencia desse equilibrio caminharemos juntos novamente. ... Ver mais
";1
1333;"DATAFOLHA PROVANDO DO VENENO DO PT Apos um juiz da Bahia proibir a divulgacao de uma pesquisa para presidente do Instituto, o DataFolha chamou a acao de censura, pois o levantamento estava ate mesmo registrado no TSE. Eu conto ou voces contam? ... Ver mais
";1
1342;"Bolsonaro causa mais um incidente diplomatico com o Chile.Apos meses sem confirmar o embaixador chileno no Brasil, Bolsonaro causa outro incidente com os nossos ermanos chilenos ao acusar o presidente chileno Gabriel Boric de atear fogo nos metros do referido pais.Para voces que estao ai indecisos ou que pensam em votar em Bolsonaro veja o que ele causa ao nosso pais com a insanidade e desespero dele em tentar evitar a eleicao de LULA ja no deg turno e assim se manter no ... Ver mais
";1
1343;"Lula fala de Requiao no debate! O ex-presidente mencionou nosso futuro governador, dizendo que ele e um dos politicos que mais admira.Isso sim e um governador de respeito, reconhecido pelo melhor presidente da nossa historia. Por um Parana e um Brasil mais justo e fraterno, vote para governador e presidente!... Ver mais
";1
1347;"O miliciano combinou com sua corja de ""lacrar"" atacando Lula, a estrategia nao era falar de politica, propostas, mas fazer conteudo para o gado inutil partilhar nas redes sociais. A historia continua sendo escrita! Todos aqueles que ousaram se lutar pelo bem do povo sofreram, mas com o povo se levataram e entraram para a historia. O Brasil fascista, obscurantista da milicia bolsonarista escolheu a estrategia errada.... Ver mais
";1
1348;"Hoje a dona Iraci disse pra mim que essa sera a vitoria dos sonhos. Sera sim, minha querida. Com certeza. Com Lula na presidencia e Decio governador, com uma bancada atuante para apoiar o novo governo, da qual quero fazer parte, nos poderemos sonhar um pais melhor para todos.Sempre digo que essa e a eleicao das nossas vidas. O momento de renovar, mudar e resgatar tudo aquilo que perdemos nos ultimos anos. Recuperar a dignidade do povo, encher o prato de comida, voltar a ter... Ver mais
";1
1349;"Que fim triste!E surreal o nivel baixo, sujo, rasteiro que o Ciro Gomes chegou. Neste momento as imagens com falas do Ciro estao sendo usadas nas redes bolsonaristas, ele virou o principal cabo eleitoral do miliciano. Que vergonha! Nao e a toa que o Ciro foi o unico candidato que o miliciano fez questao de cumprimentar. O PDT de Brizola virou servical da extrema direita. ... Ver mais
";1
1353;"Minha gente, ja estamos por aqui em nossa agenda com o presidente Lula por Manaus! chegou a fabrica da Moto Honda da Amazonia, no Polo Industrial de Manaus (PIM) as h desta quarta-feira (). A ida a gigante japonesa faz parte da agenda da primeira visita do presidenciavel ao Amazonas durante este pleito."" Portal A Critica... Ver mais
";1
1356;"Bom dia! Ja me viu na propaganda eleitoral? Olha ai!No dia de outubro, o primeiro voto que voce dara na urna e o para deputado federal. Humildemente, eu peco a voce que vota em Minas Gerais, que me de seu voto! Vote , Gustavo Mendes para deputado federal. Vote com confianca, coragem e amor, vote .... Ver mais
";1
1361;"O esgoto chamado Jovem Pan abriga todo tipo de escoria. Passam h atacando o Lula e mentindo descaradamente. Hoje essa mulher que nao sei o nome nem me interessa saber foi desmentida ao vivo. E a Jovem Pan teve a conta suspensa do Twitter.... Ver mais
";1
1365;"Neste domingo, por volta das h, foi realizado o primeiro Toalhaco com Lula em Sao Paulo. O protesto festivo ocorreu na Avenida Paulista, perto do MASP, reunindo dezenas de pessoas. A forma criativa de demonstracao de apoio surgiu em Fortaleza, no dia , quando centenas de mulheres que participavam de um encontro do Sinasefe Nacional combinaram de sair em caminhada ate a Praia de Iracema. Que se espalhe por todo o Brasil, pois no Datatoalha e Lula disparado no primeiro turn... Ver mais
";1
1368;"O povo vai derrubar o negacionista do poder. A democracia vai vencer! Nova pesquisa do Ipec (ex-Ibope) mostra que o ex-presidente Luiz Inacio Lula da Silva (PT) tem a possibilidade de ser eleito para um novo mandato ja no primeiro turno, dentro do limite da margem de erro. O petista teria % dos votos validos se a eleicao fosse hoje, contra % de Jair Bolsonaro (PL), % de Ciro Gomes (PDT) e % de Simone Tebet (MDB).
";1
1375;"Foi nos governos do PT em que o Brasil finalmente conseguiu sair do Mapa da Fome. Em sua primeira campanha, Lula ja dizia: 'O meu Governo sera um Governo exitoso se as pessoas puderem comer tres vezes ao dia'. E ele conseguiu desnaturalizar a fome.""Esta fome voltou a existir no Brasil e ela comecou a ser construida no dia de abril de , quando, aqui, aprovou-se um golpe. Esta Casa deixou a sua digital, na maioria dos seus Parlamentares, em um golpe que, hoje, expressa... Ver mais
";1
1386;"""Se eu nao acreditasse que e possivel melhorar a vida no Brasil, eu nao estaria nessa disputa. Eu lembro quando existiam mil pessoas que nao tinham agua para beber e levamos agua para a populacao em Manaus. Estou voltando com mais vontade porque eu sei o que pode ser feito."" - Lula Ricardo Stuckert... Ver mais
";1
1389;"Bom dia! Registro que nosso pedido aos ministros Fachin e Alexandre de Moraes foi no sentido de proibir o porte de armas em todo nacional e tambem por uma campanha pela paz nas eleicoes. O odio e a violencia nao podem prevalecer como pretendem os inimigos da democracia...
";1
1391;"""De imoveis que o cla Bolsonaro adquiriu de ate hoje, pelo menos foram comprados com dinheiro vivo. Como se sabe, negociacoes vultosas em especie costumam chamar atencao das autoridades, ja que muitas vezes sao indicio do crime de lavagem de dinheiro. (...) As aquisicoes feitas pela 'Imobiliaria Bolsonaro' em especie desde totalizaram R$ , milhoes. Ou, em valores corrigidos pelo IPCA, R$ , milhoes"", escreveu Chico Alves (UOL).: ..... Ver mais
";1
1394;"Mais um dia com oportunidade de ouvir quem nao foge de debater o Brasil! Vamos acompanhar nosso presidente Lula hoje, na Band, as h. O amor vai vencer o odio!... Ver mais
";1
1395;"JULIETTE E LULA! Juliette, o Brasil vai voltar a ser feliz, a acolher os mais necessitados e a criar oportunidades para todos. Sua voz e uma grande ajuda nessa batalha e com o mesmo carinho e amor que o povo brasileiro te abracou, vamos juntos pelo Brasil.... Ver mais
";1
1396;"O peixe morre pela boca nao e mesmo? Eles vivem de promessas eleitoreiras, ataques e fake news. So sabem fazer campanha, mas na hora de governar mostram a que vieram... corrupcao, negacionismo cientifico, rachadinhas, funcionarios fantasmas e sigilo de CEM ANOS. Vamos ocupar o espaco na Assembleia e ensinar como e feito um trabalho serio, honesto e transparente!
";1
1397;"Lula e eu temos a mesma opiniao sobre a exploracao racional e sustentavel dos nossos rios e florestas. E possivel e necessario usar a nossa biodiversidade para estimular novos negocios e gerar os empregos que o nosso jovem quer. Nao precisamos sair do Amapa, precisamos entrar profundamente nas riquezas do nosso estado. Lula e eu pensamos e agimos juntos, ha muito tempo, e nao vamos desistir dessa luta. E Lula la, Capi aqui.
";1
1399;"Sou filha dos programas sociais do PT! Sou filha do ProUni, do Minha Casa, Minha Vida, dos programas sociais que melhoraram a vida de milhares e milhares de brasileiros! Desde pequena, sempre estive a frente de projetos e maneiras de ajudar a minha comunidade, o meu bairro, a minha escola.Nasci em Crisopolis, cidade da Bahia e vim pra Embu das Artes bem nova, aos anos de idade, para o bairro do Jardim Valo Verde. Fui representante de sala na escola Vazame II, e ident... Ver mais
";1
1400;"Bolsonaro esta desesperado! Na situacao que o Brasil se encontra muitas pessoas que naturalmente nao votariam em Lula, estao declarando seu voto e cada vez mais fica nitida a queda de Bolsonaro que continua disseminando fake news. O presidente nao tem o povo, nao tem projeto e nega a verdade com mentiras! ... Ver mais
";1
1401;"Uma coisa e inegavel: no governo Lula os mais pobres tinham mais comida no prato, mais emprego digno e mais acesso a direitos. O Brasil era a a economia do mundo! Foi naquela epoca que saimos do Mapa da Fome, para onde agora retornamos sob a (des)governanca de Bolsonaro. Precisamos urgentemente derrotar o bolsonarismo, virar essa pagina infeliz da nossa historia e voltar a sorrir. ""Voce nao gosta de mim, mas seu motorista, seu jardineiro e sua empregada domestica gostam!"" ... Ver mais
";1
1413;"O ESTADISTA!Eis a resposta ao cabo eleitoral do miliciano vagabundo, Ciro. Muitos queriam um Lula brigando, xingando, atacando, esse pais ja esta no fundo do poco com tanto odio, tabta intolerancia, tanta fakenews, bolsonaristas armados pelas ruas, matando quem oensa diferente, se esse e o jogo que o Ciro quer fazer parte, problema dele, o Lula quer fazer o povo brasileiro ser feliz de novo. Mais humildade, mais amor, mais fraternidade, menos odio, menos Bolsonaro, menoa Cir... Ver mais
";1
1418;"Minha gente, ja estamos por aqui em nossa agenda com o presidente Lula por Manaus! chegou a fabrica da Moto Honda da Amazonia, no Polo Industrial de Manaus (PIM) as h desta quarta-feira (). A ida a gigante japonesa faz parte da agenda da primeira visita do presidenciavel ao Amazonas durante este pleito."" Portal A Critica.... Ver mais
";1
1424;"Bolsonaro sabe das razoes pelas quais fui preso. Foi para ele ser presidente da Republica. Nesse processo, estou muito mais limpo do que ele ou os parentes dele. Estou aqui candidato para ganhar as eleicoes e em um decreto so apagar todos os sigilos. .. .... Ver mais
";1
1428;"E hoje minha gente! A partir desta sexta-feira e Lula e Betao na televisao. Comeca o horario eleitoral e a gente se encontra tambem nas telinhas dos municipios mineiros. E com e Betao para deputado estadual que a gente defende o Magisterio, os servidores publicos, as estatais, a agroecologia e luta contra o desmonte dos governos Zema e Bolsonaro. A nossa luta e pela defesa do povo mineiro.... Ver mais
";1
1435;"ERRATAEu tenho falado nas minhas conversas particulares que das melhores escolas do Brasil sao do CEARA. O numero correto e !!!!Quer uma educacao de qualidade para seus filhos? Tem um candidato que tem um projeto que ja foi executado e que hoje colhe os frutos.Eu acredito na educacao, por isso eu vou de CIRO ... Ver mais
";1
1436;"Bolsonaro nao e um ser humano, ele e uma estrategia odiosa e alienante para enfraquecer a cultura, a educacao, a saude e a felicidade do povo. E o exemplo fascista de tudo aquilo que odiamos em uma pessoa e em uma personalidade politica. Por isso nem gente devemos considera-lo.Para alem das batalhas do nosso cotidiano, precisamos tambem enfrentar a batalha da fome, do desemprego e da ausencia de um governo capaz de fazer algo de bom pelo pais. ... Ver mais
";1
1437;"MENTIRAS DO LULA NO JORNAL NACIONALRespondi o ex-presidiario Lula. Nao da para escutarmos esse vagabundo proferindo mentiras e enganando a populacao.Se o Bonner e a Renata nao tiveram a coragem e a responsabilidade de desmentir Lula, quem quer fazer a coisa certa assim como eu tem o dever moral de desmenti-lo.... Ver mais
";1
1444;"Boa Noite Meus Amigos e Amigas!Como e que esta o posicionamento politico de voces?Em tempo de eleicao nos que somos influenciadores digitais, pessoas publicas , artistas, e cidadaos que lutamos por melhoras em nosso municipio e em nossas vidas temos que ter um posicionamento politico e falar sobre isso temos que usar a nossa voz e a nossa visibilidade para buscar uma grande melhora e acreditar em alguem, esse ano estou fechado com Gerson Dourao depois de longas conversas, ... Ver mais
";1
